0.2160716,0.4443198,1.890245,0.4010683,0.5724762,0.8219536,0.5488614,0.05976446,1.673116,1.496946,0.2228107,1.15305,0.2050417,1.567525,0.3501453,0.1052943,1
-0.02941492,-0.2548426,19.74313,0.5226337,-0.4336651,0.1849107,0.8439454,0,0.8913375,0.375035,0.03605329,5.408017,-0.02487799,9.20281,-0.09170519,0.5792447,1
0.008004791,0.1164913,3.613886,0.8838575,0.2620699,0.8499433,0.5405571,0.003011284,1.378776,0.8520495,0.3717862,1.173529,0.05352109,2.646878,0.2042244,0.3820247,1
0.02865667,0.02873643,0,0,0.1323718,359.3,0.002775465,0,79,79,22.85,0.00278319,0.02865667,0.01282051,0.2164863,0,1
0.2303024,0.2214828,1.471528,0.7357476,0.2485318,17.64587,0.05363118,0,16.72538,16.72538,16.35352,0.05667048,0.2303024,0.06359146,0.8433707,0,1
0.1710429,0.3208341,1.886738,0.5611435,0.4959494,0.4305999,0.6990075,0.2838353,1.335879,0.9798138,0.04122273,1.926015,0.09656867,3.589905,0.1947147,0.2665403,1
-0.3540072,-21.55909,3.905632,2.903321,-2.281385,-0.01563611,1.015885,0,1.081663,1.036887,0.06183369,63.95454,-0.3424549,6.767677,-0.1501083,0.04139562,1
0.05391039,0.06319239,1.196358,0.1092692,0.1143509,3.141816,0.24144,0.04143184,3.009049,2.675739,1.029118,0.2750646,0.04793522,0.5759621,0.4191942,0.1107693,1
-0.007901734,-0.007982609,0,0,-0.2182006,97.70316,0.01013139,0,4.574353,4.574353,1.944555,0.01023508,-0.007901734,0.2797709,0.03621316,0,1
0.06826574,0.9455455,1.499045,0.2236527,-2.769975,0.07704445,0.9284668,0,0.9737005,0.9438672,0.08363205,12.97952,0.06763791,38.0235,-0.02441823,0.03063907,1
0.1108866,0.07658149,2.538407,0.378724,0.1103007,0.199371,0.8337704,0.01234948,1.138769,0.9656426,0.1698172,5.003272,0.03569093,7.224248,0.1154128,0.1520292,1
-0.1862012,-0.322979,6.13882,1.444402,-0.322979,172.7667,0.005754844,0,173.7667,99.34444,94.75555,0.005788154,-0.1871603,0.005788154,0.9942452,0.4282883,1
0.2688099,0.193875,1.453879,0.301762,0.2983916,5.752244,0.1480989,0,4.737424,4.080777,3.650386,0.1738452,0.2004637,0.2675639,0.5535085,0.1386086,1
-0.02965693,-0.01222821,0,0,-0.06792296,104.84,0.009448226,0.0002073124,35.76173,35.76173,1.87037,0.009330991,-0.01211267,0.05298183,0.1783296,0,1
0.2440127,2.44465,1.019552,0.336358,-4.544769,0.08600167,0.9208089,0,0.9537393,0.8435182,0.2236572,11.62768,0.1935946,21.61664,-0.04259723,0.1155673,1
